code,ticker,company_name,sector,transformation_evidence_level,transformation_evidence_basis,emerging_evidence_level,evidence_level,evidence_level_label,evidence_snippet,evidence_source
1802,1802.T,OBAYASHI CORPORATION,Construction,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7914,7914.T,"Kyodo Printing Co.,Ltd.",Other Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8041,8041.T,OUG Holdings Inc.,Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5714,5714.T,"DOWA HOLDINGS CO.,LTD.",Nonferrous Metals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7433,7433.T,"Hakuto Co.,Ltd.",Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4186,4186.T,"TOKYO OHKA KOGYO CO.,LTD.",Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4977,4977.T,Nitta Gelatin Inc.,Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6866,6866.T,HIOKI E.E.CORPORATION,Electric Appliances,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8200,8200.T,"RINGER HUT CO.,LTD.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9075,9075.T,"FUKUYAMA TRANSPORTING CO.,LTD.",Land Transportation,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
6368,6368.T,ORGANO CORPORATION,Machinery,3,6 positive three-year financial improvement indicators,3,3,Level 3,"Organo states that its ultrapure-water systems serve semiconductor plants at capacities up to 1,000 cubic metres per hour.",https://www.organo.co.jp/en/about/strengths/
6482,6482.T,Yushin Company,Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
2612,2612.T,KADOYA SESAME MILLS INCORPORATED,Foods,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7508,7508.T,G-7 HOLDINGS Inc.,Retail Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7504,7504.T,KOHSOKU CORPORATION,Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3023,3023.T,Rasa Corporation,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4229,4229.T,"Gun Ei Chemical Industry Co.,Ltd.",Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3712,3712.T,"Information Planning CO.,LTD.",Information & Communication,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
6652,6652.T,IDEC CORPORATION,Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6125,6125.T,"OKAMOTO MACHINE TOOL WORKS,LTD.",Machinery,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
5940,5940.T,"FUJISASH CO.,LTD.",Metal Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2204,2204.T,"NAKAMURAYA CO.,LTD.",Foods,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5384,5384.T,FUJIMI INCORPORATED,Glass and Ceramics Products,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
1887,1887.T,JDC CORPORATION,Construction,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6240,6240.T,YAMASHIN-FILTER CORP.,Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4433,4433.T,"HITO-Communications Holdings,Inc.",Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3193,3193.T,"Eternal Hospitality Group Co.,Ltd.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4026,4026.T,"Konoshima Chemical Co.,Ltd.",Glass and Ceramics Products,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3836,3836.T,AVANT GROUP CORPORATION,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6118,6118.T,"AIDA ENGINEERING,LTD.",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7102,7102.T,"NIPPON SHARYO,LTD.",Transportation Equipment,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9869,9869.T,"KATO SANGYO CO.,LTD.",Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4971,4971.T,MEC COMPANY LTD.,Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8159,8159.T,"TACHIBANA ELETECH CO.,LTD.",Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4664,4664.T,JAPAN RELIANCE SERVICE CORPORATION,Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9993,9993.T,"YAMAZAWA CO.,LTD.",Retail Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6229,6229.T,OKUMURA ENGINEERING corp.,Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5706,5706.T,"Mitsui Kinzoku Company,Limited",Nonferrous Metals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5906,5906.T,"MK SEIKO CO.,LTD.",Metal Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3877,3877.T,"Chuetsu Pulp & Paper Co.,Ltd.",Pulp and Paper,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2157,2157.T,"KOSHIDAKA HOLDINGS Co.,LTD.",Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2326,2326.T,Digital Arts Inc.,Information & Communication,3,3 positive three-year financial improvement indicators,3,3,Level 3,Digital Arts discloses integrated web email and file security products and patents in 27 countries and regions.,https://www.daj.jp/en/about/business/
1762,1762.T,"TAKAMATSU CONSTRUCTION GROUP CO.,LTD.",Construction,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9757,9757.T,Funai Soken Holdings Incorporated,Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6407,6407.T,CKD Corporation,Machinery,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9837,9837.T,"MORITO CO.,LTD.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4393,4393.T,"Bank of Innovation,Inc.",Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6962,6962.T,DAISHINKU CORP.,Electric Appliances,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
2884,2884.T,Yoshimura Food Holdings K.K.,Foods,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
2209,2209.T,"IMURAYA GROUP CO.,LTD.",Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7974,7974.T,"Nintendo Co.,Ltd.",Other Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6073,6073.T,ASANTE INCORPORATED,Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4661,4661.T,"ORIENTAL LAND CO.,LTD.",Services,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6137,6137.T,"KOIKE SANSO KOGYO CO.,LTD.",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1835,1835.T,"TOTETSU KOGYO CO.,LTD.",Construction,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9441,9441.T,"Bell-Park Co.,Ltd.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7460,7460.T,"YAGI & CO.,LTD.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7630,7630.T,"ICHIBANYA CO.,LTD.",Retail Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7932,7932.T,"Nippi,Incorporated",Other Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9900,9900.T,Sagami Holdings Corporation,Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7033,7033.T,"Management Solutions Co.,Ltd.",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2908,2908.T,"FUJICCO CO.,LTD.",Foods,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3036,3036.T,ALCONIX CORPORATION,Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
1820,1820.T,"Nishimatsu Construction Co.,Ltd.",Construction,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7713,7713.T,"SIGMA KOKI CO.,LTD.",Precision Instruments,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6496,6496.T,"NAKAKITA SEISAKUSHO CO.,LTD.",Machinery,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4619,4619.T,"Nihon Tokushu Toryo Co.,Ltd.",Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4812,4812.T,DENTSU SOKEN INC.,Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
2286,2286.T,"Hayashikane Sangyo Co.,Ltd.",Foods,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3692,3692.T,"FFRI Security,Inc.",Information & Communication,3,4 positive three-year financial improvement indicators,2,3,Level 3,FFRI discloses endpoint security managed services and automated malware-analysis products based on domestic core security R&D.,https://www.ffri.jp/en/en_products_top
6994,6994.T,SHIZUKI ELECTRIC COMPANY INC.,Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6027,6027.T,"Bengo4.com,Inc.",Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3091,3091.T,"BRONCO BILLY Co.,LTD.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1941,1941.T,CHUDENKO CORPORATION,Construction,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6247,6247.T,"HISAKA WORKS,LTD.",Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6627,6627.T,"Tera Probe,Inc.",Electric Appliances,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8237,8237.T,"MATSUYA CO.,LTD.",Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2674,2674.T,"HARD OFF CORPORATION Co.,Ltd.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4975,4975.T,JCU CORPORATION,Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6998,6998.T,"Nippon Tungsten Co.,Ltd.",Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4732,4732.T,"USS Co.,Ltd.",Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6466,6466.T,"TVE Co.,Ltd.",Machinery,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6149,6149.T,"Odawara Engineering Co.,Ltd.",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7970,7970.T,"Shin-Etsu Polymer Co.,Ltd.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6617,6617.T,"TAKAOKA TOKO CO.,LTD.",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9303,9303.T,"The Sumitomo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
2317,2317.T,Systena Corporation,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4956,4956.T,"KONISHI CO.,LTD.",Chemicals,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1786,1786.T,Oriental Shiraishi Corporation,Construction,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
9305,9305.T,Yamatane Corporation,Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
